,kanji,kanji_with_hiragana,hiragana,meaning,property,example,example_meaning,step1,step2
1861,牛乳,牛乳[ぎゅうにゅう],ぎゅうにゅう,milk,Noun,私は毎朝、<b>牛乳</b>を飲む。,I drink milk every morning.,7,3
1862,玄関,玄関[げんかん],げんかん,"entrance, doorway",Noun,<b>玄関</b>に花を飾りました。,I decorated the entrance with flowers.,5,158
1863,眼鏡,眼鏡[めがね],めがね,"glasses, judgment",Noun,彼は<b>眼鏡</b>をかけています。,He's wearing glasses.,10,9
1864,眠い,眠[ねむ]い,ねむい,sleepy,Adjective,今日はとても<b>眠い</b>です。,I'm very sleepy today.,10,120
1865,ソファ,ソファ,ソファ,"sofa, sofa bed",Noun,この<b>ソファ</b>は気持ちがいい。,This sofa is very comfortable.,10,80
1866,眠る,眠[ねむ]る,ねむる,sleep,Verb,昨日は8時間<b>眠りました</b>。,I slept for eight hours yesterday.,10,121
1867,封筒,封筒[ふうとう],ふうとう,envelope,Noun,その手紙を<b>封筒</b>に入れた。,I put that letter in an envelope.,7,130
1868,出かける,出[で]かける,でかける,"go out, be about to go out",Verb,主人はもう<b>出かけました</b>。,My husband has already gone out.,7,167
1869,かかる,かかる,かかる,"hang, splash, take (timeなど) が",Verb,壁に大きな時計が<b>かかっています</b>。,There's a big clock hanging on the wall.,9,25
1870,煙草,煙草[たばこ],たばこ,"tobacco, cigarette",Noun,彼は<b>煙草</b>を吸いません。,He doesn't smoke.,10,89
1871,掛け算,掛[か]け 算[ざん],かけざん,multiplication,Verbal Noun,弟は<b>掛け算</b>を習っている。,My little brother is learning his multiplication tables.,9,112
1872,拍手,拍手[はくしゅ],はくしゅ,"applause, clapping",Verbal Noun,大きな<b>拍手</b>が上がった。,There was a big round of applause.,10,126
1873,掃除,掃除[そうじ],そうじ,cleaning,Verbal Noun,週末は部屋の<b>掃除</b>をしました。,I cleaned my room on the weekend.,7,20
1874,掃く,掃[は]く,はく,"sweep, brush",Verb,床をほうきで<b>掃きました</b>。,I swept the floor with a broom.,9,181
1875,ちょうど,ちょうど,ちょうど,"exactly, as if",Adverb,値段は<b>ちょうど</b>3万円です。,"The price is exactly 30,000 yen.",10,96
1876,掃除機,掃除機[そうじき],そうじき,vacuum cleaner,Noun,<b>掃除機</b>が壊れた。,The vacuum cleaner broke.,10,76
1877,握る,握[にぎ]る,にぎる,"grasp, to press into shape (onigiri, sushi)",Verb,少女は母親の手を<b>握った</b>。,The girl clasped her mother's hand.,6,64
1878,握手,握手[あくしゅ],あくしゅ,"handshake, handshaking",Verbal Noun,彼らは<b>握手</b>をした。,They shook hands.,7,51
1879,迎える,迎[むか]える,むかえる,"welcome, go to meet",Verb,姉が空港まで<b>迎え</b>に来てくれます。,My big sister is coming to pick me up at the airport.,5,149
1880,ちょっと,ちょっと,ちょっと,"just a moment, just a little, easily",Adverb,もう<b>ちょっと</b>塩を入れて。,Put in a little more salt.,10,97
1881,お巡りさん,お 巡[まわ]りさん,おまわりさん,policeman,Noun,あの<b>お巡りさん</b>に道を聞きましょう。,Let's ask that policeman how to get there.,9,128
1882,いくつ,いくつ,いくつ,"how many, how old",Noun,娘さんは<b>いくつ</b>になりましたか。,How old is your daughter now?,7,171
1883,幾ら,幾[いく]ら,いくら,how much,Noun,この靴は<b>幾ら</b>ですか。,How much are these shoes?,9,165
1884,冗談,冗談[じょうだん],じょうだん,joke,Noun,<b>冗談</b>は止めてください。,Please stop joking.,8,117
1885,つく,つく,つく,"be on, switched on",Verb,部屋の電気が<b>ついています</b>。,The room light is on.,10,98
1886,穴,穴[あな],あな,"hole, cavity",Noun,靴下に<b>穴</b>が開いている。,There are holes in my socks.,5,143
1887,寂しい,寂[さび]しい,さびしい,"lonely, desolate, sad",Adjective,これは<b>寂しい</b>曲ですね。,This is a sad song.,7,27
1888,丁寧,丁寧[ていねい],ていねい,"polite, courteous, careful",Adjectival Noun,彼女はいつも<b>丁寧</b>に仕事をします。,She always works carefully.,7,184
1889,かわいそう,可哀相[かわいそう],かわいそう,"poor, pitiable",Adjectival Noun,その<b>かわいそう</b>な子供たちは食べるものがない。,Those poor children have nothing to eat.,8,18
1890,てんぷら,てんぷら,てんぷら,"tempura, Japanese deep-fried breaded food",Noun,私はえびの<b>てんぷら</b>が好きです。,I like shrimp tempura.,10,103
1891,怪我,怪我[けが],けが,injury,Verbal Noun,彼女は腕を<b>怪我</b>した。,She injured her arm.,9,175
1892,我慢,我慢[がまん],がまん,"patience, self-restraint",Verbal Noun,彼のわがままには<b>我慢</b>できません。,I can't put up with his selfishness.,7,34
1893,幼稚園,幼稚園[ようちえん],ようちえん,kindergarten,Noun,娘は<b>幼稚園</b>に通っています。,My daughter goes to kindergarten.,7,156
1894,隠れる,隠[かく]れる,かくれる,"hide, disappear",Verb,太陽が雲に<b>隠れた</b>。,The sun hid behind the clouds.,6,185
1895,とんとん,とんとん,とんとん,tapping,Adverb,母の肩を<b>とんとん</b>たたいた。,I patted my mother's shoulders as a massage.,10,106
1896,日陰,日陰[ひかげ],ひかげ,the shade,Noun,暑いので<b>日陰</b>で休みましょう。,It's hot so let's take a rest in the shade.,9,83
1897,随分,随分[ずいぶん],ずいぶん,"extremely, considerably",Adverb,<b>随分[ずいぶん]</b>早く終わったね。,"You finished really early, didn't you?",7,85
1898,頑張る,頑張[がんば]る,がんばる,"persist, be tenacious",Verb,明日の試験、<b>頑張って</b>ね。,Good luck on tomorrow's exam.,6,173
1899,頃,頃[ころ],ころ,"when~, about~, time",Noun,子供の<b>頃</b>、よくその公園で遊んだ。,I often played in that park when I was a kid.,3,27
1900,人参,人参[にんじん],にんじん,carrot,Noun,私は<b>人参</b>が嫌いだ。,I hate carrots.,10,116
1901,この頃,この 頃[ごろ],このごろ,"these days, recently",Noun,<b>この頃</b>、よく肩が凝る。,These days I often get stiff shoulders.,10,56
1902,消防署,消防署[しょうぼうしょ],しょうぼうしょ,fire station,Noun,この町には<b>消防署</b>が1つしかありません。,There's only one fire station in this town.,8,170
1903,尋ねる,尋[たず]ねる,たずねる,"inquire, search for",Verb,彼女は道を<b>尋ねた</b>。,She asked for directions.,6,81
1904,缶詰,缶詰[かんづめ],かんづめ,canned goods,Noun,<b>缶詰</b>のフルーツはとても甘い。,Canned fruit is very sweet.,9,172
1905,ぬるい,ぬるい,ぬるい,lukewarm,Adjective,風呂が<b>ぬるかった</b>。,The bath was lukewarm.,10,117
1906,缶,缶[かん],かん,"can, tin",Noun,コーヒーはその<b>缶</b>に入っています。,The coffee is in that can.,10,42
1907,腐る,腐[くさ]る,くさる,"rot, corrode",Verb,リンゴが<b>腐っている</b>。,This apple's rotten.,7,172
1908,豆腐,豆腐[とうふ],とうふ,tofu,Noun,私は毎日<b>豆腐</b>を食べます。,I eat tofu every day.,8,132
1909,床,床[ゆか],ゆか,floor,Noun,<b>床</b>が濡れている。,The floor is wet.,9,45
1910,パーセント,パーセント,パーセント,percent,Noun,この村の80<b>パーセント</b>は老人です。,Eighty percent of the people in this village are elderly.,10,123
1911,床屋,床屋[とこや],とこや,"barber, barbershop",Noun,昨日<b>床屋</b>で髪を切った。,Yesterday I had my hair cut at the barber's.,9,56
1912,畳,畳[たたみ],たたみ,"tatami, mat",Noun,そのホテルには<b>畳</b>の部屋がある。,That hotel has tatami rooms.,7,21
1913,畳む,畳[たた]む,たたむ,"fold up, shut (umbrella)",Verb,布団を<b>畳んで</b>ください。,Please fold up the futon.,9,79
1914,干す,干[ほ]す,ほす,"dry (by airing out), air out",Verb,母は洗濯物を<b>干して</b>います。,My mother's hanging out the laundry to dry.,8,122
1915,ひざ,ひざ,ひざ,knee,Noun,スキーで<b>ひざ</b>を怪我しました。,I injured my knee skiing.,10,137
1916,帽子,帽子[ぼうし],ぼうし,hat,Noun,暑いので<b>帽子</b>を被りましょう。,You should wear a hat because it's hot.,7,87
1917,ぜひ,ぜひ,ぜひ,"by all means, at any cost",Adverb,<b>ぜひ</b>、うちに来てください。,By all means come to my house.,6,187
1918,敬語,敬語[けいご],けいご,"honorific language, polite speech",Noun,お客様には<b>敬語</b>を使いなさい。,Use polite language to customers.,7,17
1919,尊敬,尊敬[そんけい],そんけい,"respect, honor",Verbal Noun,祖父は家族みんなに<b>尊敬</b>されています。,My grandfather is respected by the whole family.,7,29
1920,ひじ,ひじ,ひじ,elbow,Noun,彼は<b>ひじ</b>に怪我をした。,He injured his elbow.,10,138
1921,敷く,敷[し]く,しく,"lay out, spread",Verb,生まれて初めて布団を<b>敷いた</b>。,I laid out the futon for the first time in my life.,6,131
1922,雷,雷[かみなり],かみなり,"thunder, lightning",Noun,<b>雷</b>が鳴っています。,Thunder is rumbling.,10,39
1923,零,零[れい],れい,"zero, naught",Noun,今ちょうど<b>零</b>時です。,It's exactly midnight now.,10,185
1924,仕舞う,仕舞[しま]う,しまう,put away,Verb,彼女は大切な書類を机に<b>仕舞った</b>。,She put the important documents away in her desk.,10,66
1925,ひも,ひも,ひも,"laces, string, rope",Noun,靴の<b>ひも</b>が切れた。,The shoe lace is broken.,10,140
1926,踊る,踊[おど]る,おどる,dance,Verb,彼女はクラブで<b>踊る</b>のが好きです。,She likes to dance at the club.,7,13
1927,踊り,踊[おど]り,おどり,"dance, dancing",Noun,この<b>踊り</b>は易しいですよ。,This dance is easy.,7,97
1928,踏む,踏[ふ]む,ふむ,"step on, tread on",Verb,運転手がブレーキを<b>踏んだ</b>。,The driver stepped on the brake.,6,62
1929,踏切,踏切[ふみきり],ふみきり,railroad crossing,Noun,その<b>踏切</b>は長い。,This railroad crossing has a long signal.,8,87
1930,まく,まく,まく,"scatter (st), sow seeds",Verb,日本では、二月に豆を<b>まく</b>行事がある。,"In Japan, during February, there's a bean throwing festival.",10,158
1931,蹴る,蹴[け]る,ける,kick,Verb,ゴールキーパーがボールを<b>蹴った</b>。,The goalkeeper kicked the ball.,6,199
1932,食堂,食堂[しょくどう],しょくどう,"dining hall, restaurant",Noun,大学の<b>食堂</b>は安い。,The university cafeteria is cheap.,6,46
1933,猫,猫[ねこ],ねこ,"cat, feline",Noun,私は<b>猫</b>が大好きです。,I love cats.,6,184
1934,文章,文章[ぶんしょう],ぶんしょう,"writing, prose",Noun,彼は<b>文章</b>がとてもうまい。,His writing is very good.,3,184
1935,やかん,やかん,やかん,kettle,Noun,<b>やかん</b>でお湯を沸かしました。,I boiled water in the kettle.,10,169
1936,丈夫,丈夫[じょうぶ],じょうぶ,"healthy, stout",Adjectival Noun,祖母は身体が<b>丈夫</b>だ。,My grandmother is physically strong.,10,70
1937,また,また,また,"again, also, or",Adverb,明日、<b>また</b>来ます。,I'll come again tomorrow.,10,161
1938,お祖父さん,お 祖父[じい]さん,おじいさん,grandfather,Noun,私の<b>お祖父さん</b>は毎日散歩します。,My grandfather takes a walk every day.,7,139
1939,お祖母さん,お 祖母[ばあ]さん,おばあさん,grandmother,Noun,彼女は<b>お祖母さん</b>と住んでいる。,She lives with her grandmother.,10,27
1940,ようこそ,ようこそ,ようこそ,welcome,Adverb,日本へ<b>ようこそ</b>。,Welcome to Japan.,10,180
1941,祖父,祖父[そふ],そふ,grandfather,Noun,<b>祖父</b>は元気です。,My grandfather is well.,10,79
1942,祖母,祖母[そぼ],そぼ,grandmother,Noun,<b>祖母</b>は京都で生まれました。,My grandmother was born in Kyoto.,10,81
1943,邪魔,邪魔[じゃま],じゃま,"obstacle, interruption",Adjectival Noun,<b>邪魔</b>です、どいてください。,"You're in the way, so please move.",8,105
1944,風邪薬,風邪薬[かぜぐすり],かぜぐすり,remedy for a cold,Noun,この<b>風邪薬</b>を飲みなさい。,Take this cold medicine.,10,34
1945,ウェーター,ウェーター,ウェーター,waiter,Noun,<b>ウェーター</b>が水を運んできました。,The waiter brought some water.,10,187
1946,風呂屋,風呂屋[ふろや],ふろや,"bathhouse, public bath",Noun,昨日、友達とお<b>風呂屋</b>さんに行った。,I went with a friend to a public bath yesterday.,10,6
1947,風呂,風呂[ふろ],ふろ,bath,Noun,父は今お<b>風呂</b>に入っています。,My father's in the bath now.,10,150
1948,昭和,昭和[しょうわ],しょうわ,Showa era,Noun,私の両親は<b>昭和</b>生まれです。,My parents were born in the Showa era.,3,85
1949,紫,紫[むらさき],むらさき,purple,Noun,彼女は<b>紫</b>のドレスを着ていた。,She wore a purple dress.,10,166
1950,そんなに,そんなに,そんなに,"like that, so",Adverb,一度に<b>そんなに</b>たくさんはできない。,You can't do that much at one time.,10,191
1951,紅茶,紅茶[こうちゃ],こうちゃ,black tea,Noun,温かい<b>紅茶</b>が飲みたい。,I want to drink hot tea.,8,104
1952,梅雨,梅雨[つゆ],つゆ,rainy season,Noun,<b>梅雨</b>は6月頃です。,The rainy season comes around June.,8,76
1953,桃,桃[もも],もも,"peach, peach tree",Noun,私の一番好きな果物は<b>桃</b>です。,My favorite fruit is peaches.,9,123
1954,遭う,遭[あ]う,あう,encounter something (unexpected),Verb,彼は交通事故に<b>遭った</b>。,He had a traffic accident.,6,180
1955,枕,枕[まくら],まくら,pillow,Noun,私は低い<b>枕</b>が好きです。,I like thin pillows.,10,159
1956,嘘,嘘[うそ],うそ,lie,Noun,<b>嘘</b>をついてはいけません。,You mustn't lie.,8,11
1957,遠慮,遠慮[えんりょ],えんりょ,"reserve, hesitation, forethought",Verbal Noun,私は<b>遠慮</b>します。,"No thanks, I'll pass (on that).",8,12
